holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,is_holiday,hour,day_of_week,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,is_severe_weather,is_low_visibility,has_precipitation,temp_scaled,clouds_all_scaled,congestion_category
,285.36,0.0,0.0,90,Clouds,overcast clouds,2014-04-26 16:00:00,3326,False,16,5,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.629424115176965,0.9,Medium
,285.84,0.0,0.0,90,Clouds,overcast clouds,2014-04-26 17:00:00,2902,False,17,5,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6366226754649068,0.9,Medium
,285.79,0.0,0.0,90,Clouds,overcast clouds,2014-04-26 18:00:00,2764,False,18,5,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6358728254349134,0.9,Medium
,285.19,0.0,0.0,90,Clouds,overcast clouds,2014-04-26 19:00:00,2403,False,19,5,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6268746250749851,0.9,Medium
,284.71,0.25,0.0,40,Rain,light rain,2014-04-26 20:00:00,2117,False,20,5,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6196760647870424,0.4,Medium
,282.86,0.71,0.0,90,Rain,light rain,2014-04-26 21:00:00,2503,False,21,5,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5919316136772649,0.9,Medium
,281.56,1.07,0.0,90,Rain,moderate rain,2014-04-26 22:00:00,2107,False,22,5,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5724355128974207,0.9,Medium
,281.05,0.65,0.0,90,Rain,light rain,2014-04-26 23:00:00,1574,False,23,5,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.564787042591482,0.9,Medium
,280.87,0.0,0.0,90,Clouds,overcast clouds,2014-04-27 00:00:00,1062,False,0,6,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5620875824835035,0.9,Low
,280.51,0.25,0.0,90,Rain,light rain,2014-04-27 01:00:00,770,False,1,6,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5566886622675465,0.9,Low
,279.96,0.25,0.0,90,Rain,light rain,2014-04-27 02:00:00,534,False,2,6,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5484403119376123,0.9,Low
,279.28,0.89,0.0,90,Rain,light rain,2014-04-27 03:00:00,309,False,3,6,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5382423515296938,0.9,Low
,278.11,2.31,0.0,90,Rain,moderate rain,2014-04-27 04:00:00,237,False,4,6,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5206958608278348,0.9,Low
,277.14,3.17,0.0,90,Rain,moderate rain,2014-04-27 05:00:00,385,False,5,6,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5061487702459507,0.9,Low
,276.76,2.14,0.0,90,Rain,moderate rain,2014-04-27 06:00:00,654,False,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5004499100179964,0.9,Low
,276.66,2.34,0.0,90,Rain,moderate rain,2014-04-27 07:00:00,939,False,7,6,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.49895020995800893,0.9,Low
,276.66,1.61,0.0,90,Rain,moderate rain,2014-04-27 08:00:00,1485,False,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.49895020995800893,0.9,Medium
,276.83,1.5,0.0,90,Rain,moderate rain,2014-04-27 09:00:00,2109,False,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5014997000599879,0.9,Medium
,276.73,2.67,0.0,90,Rain,moderate rain,2014-04-27 10:00:00,2665,False,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5000000000000004,0.9,Medium
,276.71,5.58,0.0,90,Rain,heavy intensity rain,2014-04-27 11:00:00,2954,False,11,6,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.49970005998800227,0.9,Medium
,277.0,5.11,0.0,90,Rain,heavy intensity rain,2014-04-27 12:00:00,3194,False,12,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5040491901619678,0.9,Medium
,277.31,5.1,0.0,90,Rain,heavy intensity rain,2014-04-27 13:00:00,3370,False,13,6,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5086982603479306,0.9,Medium
,277.51,4.53,0.0,90,Rain,heavy intensity rain,2014-04-27 14:00:00,3451,False,14,6,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5116976604679064,0.9,High
,278.1,2.21,0.0,90,Rain,moderate rain,2014-04-27 15:00:00,3544,False,15,6,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5205458908218361,0.9,High
,279.28,0.95,0.0,90,Rain,light rain,2014-04-27 16:00:00,3667,False,16,6,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5382423515296938,0.9,High
,279.33,1.25,0.0,40,Rain,moderate rain,2014-04-27 17:00:00,3439,False,17,6,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.538992201559688,0.4,High
,278.2,4.5,0.0,90,Rain,heavy intensity rain,2014-04-27 18:00:00,2900,False,18,6,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5220455908818236,0.9,Medium
,277.69,3.47,0.0,90,Rain,moderate rain,2014-04-27 19:00:00,2378,False,19,6,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5143971205758849,0.9,Medium
,277.73,1.21,0.0,90,Rain,moderate rain,2014-04-27 20:00:00,2240,False,20,6,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5149970005998804,0.9,Medium
,278.04,0.25,0.0,75,Rain,light rain,2014-04-27 21:00:00,1822,False,21,6,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5196460707858432,0.75,Medium
,278.38,1.52,0.0,75,Rain,moderate rain,2014-04-27 22:00:00,1248,False,22,6,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5247450509898022,0.75,Low
,278.46,1.52,0.0,75,Rain,moderate rain,2014-04-27 23:00:00,849,False,23,6,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5259448110377923,0.75,Low
,278.75,0.25,0.0,90,Rain,light rain,2014-04-28 00:00:00,436,False,0,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5302939412117578,0.9,Low
,279.07,0.55,0.0,90,Rain,light rain,2014-04-28 01:00:00,280,False,1,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5350929814037193,0.9,Low
,279.78,0.45,0.0,90,Rain,light rain,2014-04-28 02:00:00,206,False,2,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5457408518296338,0.9,Low
,279.67,0.65,0.0,90,Rain,light rain,2014-04-28 03:00:00,314,False,3,0,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5440911817636477,0.9,Low
,279.62,0.54,0.0,90,Rain,light rain,2014-04-28 04:00:00,731,False,4,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5433413317336535,0.9,Low
,279.21,0.89,0.0,90,Rain,light rain,2014-04-28 05:00:00,2647,False,5,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5371925614877023,0.9,Medium
,278.45,2.18,0.0,90,Rain,moderate rain,2014-04-28 06:00:00,5421,False,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5257948410317936,0.9,Severe
,278.59,1.0,0.0,90,Rain,light rain,2014-04-28 07:00:00,6438,False,7,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5278944211157767,0.9,Severe
,278.44,0.84,0.0,90,Rain,light rain,2014-04-28 08:00:00,5610,False,8,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5256448710257949,0.9,Severe
,278.14,1.32,0.0,90,Rain,moderate rain,2014-04-28 09:00:00,4763,False,9,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5211457708458308,0.9,High
,278.14,2.84,0.0,90,Rain,moderate rain,2014-04-28 10:00:00,4126,False,10,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5211457708458308,0.9,High
,278.27,3.41,0.0,90,Rain,moderate rain,2014-04-28 11:00:00,4331,False,11,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5230953809238151,0.9,High
,278.39,2.93,0.0,90,Rain,moderate rain,2014-04-28 12:00:00,4355,False,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5248950209958008,0.9,High
,278.37,2.87,0.0,90,Rain,moderate rain,2014-04-28 13:00:00,4502,False,13,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5245950809838035,0.9,High
,278.64,2.8,0.0,90,Rain,moderate rain,2014-04-28 14:00:00,4902,False,14,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5286442711457708,0.9,High
,279.27,0.96,0.0,90,Rain,light rain,2014-04-28 15:00:00,5562,False,15,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5380923815236951,0.9,Severe
,279.65,1.52,0.0,90,Rain,moderate rain,2014-04-28 16:00:00,6136,False,16,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5437912417516495,0.9,Severe
,279.84,0.44,0.0,90,Rain,light rain,2014-04-28 17:00:00,5789,False,17,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5466406718656266,0.9,Severe
,279.5,0.65,0.0,90,Rain,light rain,2014-04-28 18:00:00,4092,False,18,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5415416916616678,0.9,High
,279.47,0.74,0.0,90,Rain,light rain,2014-04-28 19:00:00,2922,False,19,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5410917816436718,0.9,Medium
,279.5,0.91,0.0,90,Rain,light rain,2014-04-28 20:00:00,2434,False,20,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5415416916616678,0.9,Medium
,279.69,1.21,0.0,90,Rain,moderate rain,2014-04-28 21:00:00,1941,False,21,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.544391121775645,0.9,Medium
,279.83,1.27,0.0,90,Rain,moderate rain,2014-04-28 22:00:00,1893,False,22,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.546490701859628,0.9,Medium
,279.71,0.59,0.0,90,Rain,light rain,2014-04-28 23:00:00,3283,False,23,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5446910617876423,0.9,Medium
,279.08,0.76,0.0,90,Rain,light rain,2014-04-29 00:00:00,754,False,0,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.535242951409718,0.9,Low
,278.95,0.56,0.0,90,Rain,light rain,2014-04-29 01:00:00,375,False,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5332933413317337,0.9,Low
,278.52,1.13,0.0,90,Rain,moderate rain,2014-04-29 02:00:00,255,False,2,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5268446310737851,0.9,Low
,277.39,1.08,0.0,90,Rain,moderate rain,2014-04-29 03:00:00,337,False,3,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5098980203959208,0.9,Low
,277.09,1.32,0.0,90,Rain,moderate rain,2014-04-29 04:00:00,812,False,4,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5053989202159566,0.9,Low
,276.86,1.7,0.0,90,Rain,moderate rain,2014-04-29 05:00:00,2705,False,5,1,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5019496100779848,0.9,Medium
,276.37,1.5,0.0,90,Rain,moderate rain,2014-04-29 06:00:00,5537,False,6,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.49460107978404344,0.9,Severe
,276.04,1.2,0.0,90,Rain,moderate rain,2014-04-29 07:00:00,6203,False,7,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.48965206958608326,0.9,Severe
,276.15,1.2,0.0,90,Rain,moderate rain,2014-04-29 08:00:00,5626,False,8,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4913017396520694,0.9,Severe
,275.65,0.0,0.0,20,Clouds,few clouds,2014-05-04 05:00:00,531,False,5,6,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4838032393521294,0.2,Low
,275.25,0.0,0.0,20,Clouds,few clouds,2014-05-04 06:00:00,1071,False,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47780443911217774,0.2,Low
,276.13,0.0,0.0,40,Clouds,scattered clouds,2014-05-04 07:00:00,1356,False,7,6,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.49100179964007207,0.4,Medium
,277.46,0.0,0.0,40,Clouds,scattered clouds,2014-05-04 08:00:00,2058,False,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5109478104379123,0.4,Medium
,278.37,0.0,0.0,75,Clouds,broken clouds,2014-05-04 09:00:00,2996,False,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5245950809838035,0.75,Medium
,279.97,0.0,0.0,40,Clouds,scattered clouds,2014-05-04 10:00:00,3865,False,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5485902819436118,0.4,High
,281.74,0.0,0.0,40,Clouds,scattered clouds,2014-05-04 11:00:00,4400,False,11,6,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5751349730053992,0.4,High
,283.49,0.0,0.0,75,Clouds,broken clouds,2014-05-04 12:00:00,4721,False,12,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6013797240551892,0.75,High
,284.66,0.0,0.0,75,Clouds,broken clouds,2014-05-04 13:00:00,4510,False,13,6,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6189262147570491,0.75,High
,285.67,0.0,0.0,40,Clouds,scattered clouds,2014-05-04 14:00:00,4290,False,14,6,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6340731853629278,0.4,High
,286.53,0.0,0.0,12,Clouds,few clouds,2014-05-04 15:00:00,4440,False,15,6,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6469706058788239,0.12,High
,287.21,0.0,0.0,1,Clear,sky is clear,2014-05-04 16:00:00,4510,False,16,6,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6571685662867425,0.01,High
,287.58,0.0,0.0,48,Clouds,scattered clouds,2014-05-04 17:00:00,4134,False,17,6,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6627174565086982,0.48,High
,286.77,0.0,0.0,48,Clouds,scattered clouds,2014-05-04 18:00:00,4534,False,18,6,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6505698860227953,0.48,High
,286.53,0.0,0.0,48,Clouds,scattered clouds,2014-05-04 19:00:00,3333,False,19,6,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6469706058788239,0.48,Medium
,285.83,0.0,0.0,92,Clouds,overcast clouds,2014-05-04 20:00:00,2801,False,20,6,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6364727054589081,0.92,Medium
,284.94,0.0,0.0,1,Clear,sky is clear,2014-05-04 21:00:00,2431,False,21,6,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6231253749250151,0.01,Medium
,284.45,0.0,0.0,90,Clouds,overcast clouds,2014-05-04 22:00:00,1556,False,22,6,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6157768446310737,0.9,Medium
,284.38,0.0,0.0,90,Clouds,overcast clouds,2014-05-04 23:00:00,1021,False,23,6,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6147270545890823,0.9,Low
,284.16,0.0,0.0,90,Clouds,overcast clouds,2014-05-05 00:00:00,499,False,0,0,0,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6114277144571091,0.9,Low
,283.95,0.0,0.0,88,Clouds,overcast clouds,2014-05-05 01:00:00,339,False,1,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6082783443311337,0.88,Low
,283.56,0.0,0.0,90,Clouds,overcast clouds,2014-05-05 02:00:00,241,False,2,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6024295140971807,0.9,Low
,283.38,0.0,0.0,90,Clouds,overcast clouds,2014-05-05 03:00:00,355,False,3,0,0,0.7071067811865476,0.7071067811865476,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5997300539892022,0.9,Low
,283.12,0.0,0.0,40,Clouds,scattered clouds,2014-05-05 04:00:00,791,False,4,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5958308338332335,0.4,Low
,282.96,0.0,0.0,90,Clouds,overcast clouds,2014-05-05 05:00:00,2760,False,5,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5934313137372524,0.9,Medium
,282.69,0.0,0.0,0,Clear,sky is clear,2014-05-05 06:00:00,5886,False,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5893821235752851,0.0,Severe
,282.79,0.0,0.0,90,Clouds,overcast clouds,2014-05-05 07:00:00,6796,False,7,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5908818236352734,0.9,Severe
,283.96,0.0,0.0,40,Clouds,scattered clouds,2014-05-05 08:00:00,6000,False,8,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6084283143371324,0.4,Severe
,285.19,0.0,0.0,0,Clear,sky is clear,2014-05-05 09:00:00,5222,False,9,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6268746250749851,0.0,Severe
,286.61,0.0,0.0,90,Clouds,overcast clouds,2014-05-05 10:00:00,4556,False,10,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.648170365926815,0.9,High
,287.11,0.0,0.0,0,Clear,sky is clear,2014-05-05 11:00:00,4591,False,11,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655668866226755,0.0,High
,288.21,0.0,0.0,40,Clouds,scattered clouds,2014-05-05 12:00:00,4863,False,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6721655668866225,0.4,High
,289.42,0.0,0.0,0,Clear,sky is clear,2014-05-05 13:00:00,4850,False,13,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6903119376124779,0.0,High
,290.1,0.0,0.0,0,Clear,sky is clear,2014-05-05 14:00:00,5160,False,14,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7005098980203964,0.0,Severe
,290.81,0.0,0.0,0,Clear,sky is clear,2014-05-05 15:00:00,5851,False,15,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711157768446311,0.0,Severe
,291.05,0.0,0.0,1,Clear,sky is clear,2014-05-05 16:00:00,6478,False,16,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7147570485902822,0.01,Severe
,290.98,0.0,0.0,0,Clear,sky is clear,2014-05-05 17:00:00,6014,False,17,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7137072585482908,0.0,Severe
,290.89,0.0,0.0,0,Haze,haze,2014-05-05 18:00:00,4441,False,18,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7123575284943011,0.0,High
,290.33,0.0,0.0,1,Clear,sky is clear,2014-05-05 19:00:00,3128,False,19,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7039592081583682,0.01,Medium
,289.11,0.0,0.0,1,Clear,sky is clear,2014-05-05 20:00:00,2931,False,20,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685662867426515,0.01,Medium
,287.51,0.0,0.0,8,Clear,sky is clear,2014-05-05 21:00:00,2677,False,21,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6616676664667066,0.08,Medium
,285.95,0.0,0.0,8,Clear,sky is clear,2014-05-05 22:00:00,1882,False,22,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6382723455308937,0.08,Medium
,284.92,0.0,0.0,1,Clear,sky is clear,2014-05-05 23:00:00,1042,False,23,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6228254349130178,0.01,Low
,284.12,0.0,0.0,1,Clear,sky is clear,2014-05-06 00:00:00,549,False,0,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6108278344331136,0.01,Low
