holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,is_holiday
,289.58,0.0,0.0,1,Clear,sky is clear,2014-06-04 00:00:00,631,False
,288.9,0.0,0.0,92,Rain,moderate rain,2014-06-04 01:00:00,418,False
,288.66,0.0,0.0,92,Clouds,overcast clouds,2014-06-04 02:00:00,359,False
,288.54,0.0,0.0,92,Rain,light rain,2014-06-04 03:00:00,377,False
,288.21,0.0,0.0,92,Rain,light rain,2014-06-04 04:00:00,849,False
,287.98,0.0,0.0,1,Clear,sky is clear,2014-06-04 05:00:00,2995,False
,287.82,0.25,0.0,100,Rain,light rain,2014-06-04 06:00:00,5904,False
,288.85,0.0,0.0,1,Clear,sky is clear,2014-06-04 07:00:00,6489,False
,298.08,0.0,0.0,1,Clear,sky is clear,2014-06-04 12:00:00,4973,False
,298.34,0.0,0.0,68,Clouds,broken clouds,2014-06-04 13:00:00,5079,False
,298.87,0.0,0.0,75,Clouds,broken clouds,2014-06-04 14:00:00,5341,False
,299.22,0.0,0.0,40,Clouds,scattered clouds,2014-06-04 15:00:00,6128,False
,299.9,0.0,0.0,40,Clouds,scattered clouds,2014-06-04 16:00:00,6604,False
,299.34,0.0,0.0,1,Clear,sky is clear,2014-06-04 17:00:00,6888,False
,299.01,0.0,0.0,40,Haze,haze,2014-06-04 18:00:00,5135,False
,298.6,0.0,0.0,1,Clear,sky is clear,2014-06-04 19:00:00,3558,False
,297.64,0.0,0.0,40,Clouds,scattered clouds,2014-06-04 20:00:00,3103,False
,295.57,0.0,0.0,1,Clear,sky is clear,2014-06-04 21:00:00,2839,False
,293.82,0.0,0.0,90,Clouds,overcast clouds,2014-06-04 22:00:00,2196,False
,292.71,0.0,0.0,40,Clouds,scattered clouds,2014-06-04 23:00:00,1354,False
,291.88,0.0,0.0,90,Clouds,overcast clouds,2014-06-05 00:00:00,688,False
,291.28,0.0,0.0,90,Clouds,overcast clouds,2014-06-05 01:00:00,408,False
,291.11,0.0,0.0,1,Clear,sky is clear,2014-06-05 02:00:00,343,False
,290.91,0.0,0.0,0,Clear,sky is clear,2014-06-05 03:00:00,396,False
,291.09,0.0,0.0,40,Clouds,scattered clouds,2014-06-05 04:00:00,856,False
,290.45,0.0,0.0,1,Clear,sky is clear,2014-06-05 05:00:00,3054,False
,290.05,0.0,0.0,1,Clear,sky is clear,2014-06-05 06:00:00,5993,False
,290.69,0.0,0.0,1,Clear,sky is clear,2014-06-05 07:00:00,6341,False
,291.78,0.0,0.0,0,Clear,sky is clear,2014-06-05 08:00:00,6045,False
,293.26,0.0,0.0,20,Clouds,few clouds,2014-06-05 09:00:00,5280,False
,294.88,0.0,0.0,20,Clouds,few clouds,2014-06-05 10:00:00,4846,False
,296.19,0.0,0.0,20,Clouds,few clouds,2014-06-05 11:00:00,4832,False
,297.28,0.0,0.0,88,Rain,light rain,2014-06-05 12:00:00,5163,False
,298.06,0.0,0.0,90,Rain,light rain,2014-06-05 13:00:00,5358,False
,297.43,0.0,0.0,88,Rain,moderate rain,2014-06-05 14:00:00,5577,False
,295.6,0.0,0.0,90,Rain,light rain,2014-06-05 15:00:00,5919,False
,292.38,0.79,0.0,40,Rain,light rain,2014-06-05 16:00:00,6436,False
,292.75,0.26,0.0,75,Rain,light rain,2014-06-05 17:00:00,6411,False
,293.67,0.0,0.0,90,Clouds,overcast clouds,2014-06-05 18:00:00,5281,False
,294.21,0.0,0.0,75,Clouds,broken clouds,2014-06-05 19:00:00,3544,False
,293.89,0.0,0.0,68,Clouds,broken clouds,2014-06-05 20:00:00,3148,False
,293.46,1.02,0.0,92,Rain,moderate rain,2014-06-05 21:00:00,2864,False
,292.19,0.0,0.0,40,Rain,light rain,2014-06-05 22:00:00,2245,False
,290.93,0.25,0.0,75,Rain,light rain,2014-06-05 23:00:00,1313,False
,290.21,0.0,0.0,90,Clouds,overcast clouds,2014-06-06 00:00:00,747,False
,289.57,0.0,0.0,1,Clear,sky is clear,2014-06-06 01:00:00,479,False
,289.08,0.0,0.0,1,Mist,mist,2014-06-06 02:00:00,313,False
,288.62,0.25,0.0,1,Rain,light rain,2014-06-06 03:00:00,417,False
,288.22,0.25,0.0,1,Rain,light rain,2014-06-06 04:00:00,811,False
,288.01,0.0,0.0,1,Mist,mist,2014-06-06 05:00:00,2792,False
,287.6,0.25,0.0,1,Mist,mist,2014-06-06 06:00:00,5653,False
,289.0,0.0,0.0,1,Mist,mist,2014-06-06 07:00:00,6517,False
,291.44,0.25,0.0,1,Rain,light rain,2014-06-06 08:00:00,5968,False
,294.24,0.25,0.0,1,Rain,light rain,2014-06-06 09:00:00,5101,False
,295.94,0.0,0.0,1,Clear,sky is clear,2014-06-06 10:00:00,4864,False
,298.15,0.25,0.0,1,Rain,light rain,2014-06-06 11:00:00,5106,False
,299.61,0.0,0.0,40,Clouds,scattered clouds,2014-06-06 12:00:00,5445,False
,300.8,0.0,0.0,1,Clear,sky is clear,2014-06-06 13:00:00,5344,False
,301.17,0.0,0.0,40,Clouds,scattered clouds,2014-06-06 14:00:00,5629,False
,301.55,0.0,0.0,75,Clouds,broken clouds,2014-06-06 15:00:00,6040,False
,301.3,0.0,0.0,40,Clouds,scattered clouds,2014-06-06 16:00:00,6382,False
,301.23,0.0,0.0,0,Clear,sky is clear,2014-06-06 17:00:00,5884,False
,300.22,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2014-06-06 18:00:00,4986,False
,298.13,0.0,0.0,0,Clear,sky is clear,2014-06-06 19:00:00,4048,False
,295.72,0.3,0.0,90,Rain,light rain,2014-06-06 20:00:00,3515,False
,294.13,0.38,0.0,90,Rain,light rain,2014-06-06 21:00:00,3636,False
,292.92,0.38,0.0,40,Rain,light rain,2014-06-06 22:00:00,3397,False
,292.3,0.0,0.0,1,Clear,sky is clear,2014-06-06 23:00:00,2452,False
,291.49,0.0,0.0,1,Clear,sky is clear,2014-06-07 00:00:00,1447,False
,291.43,0.0,0.0,75,Clouds,broken clouds,2014-06-07 01:00:00,890,False
,290.94,0.0,0.0,75,Clouds,broken clouds,2014-06-07 02:00:00,760,False
,290.51,0.0,0.0,75,Clouds,broken clouds,2014-06-07 03:00:00,513,False
,289.62,0.25,0.0,90,Thunderstorm,thunderstorm,2014-06-07 04:00:00,475,False
,288.37,4.43,0.0,90,Rain,heavy intensity rain,2014-06-07 05:00:00,961,False
,287.01,3.9,0.0,92,Rain,moderate rain,2014-06-07 06:00:00,1673,False
,286.34,6.45,0.0,75,Rain,heavy intensity rain,2014-06-07 07:00:00,2274,False
,285.68,5.02,0.0,90,Thunderstorm,proximity thunderstorm,2014-06-07 08:00:00,3124,False
,285.65,4.09,0.0,90,Rain,heavy intensity rain,2014-06-07 09:00:00,3925,False
,285.67,1.76,0.0,92,Rain,moderate rain,2014-06-07 10:00:00,4260,False
,285.93,1.66,0.0,90,Rain,moderate rain,2014-06-07 11:00:00,4991,False
,286.23,1.21,0.0,90,Mist,mist,2014-06-07 12:00:00,5292,False
,286.37,0.79,0.0,90,Drizzle,light intensity drizzle,2014-06-07 13:00:00,5020,False
,286.57,0.47,0.0,90,Rain,light rain,2014-06-07 14:00:00,5080,False
,287.22,0.34,0.0,90,Rain,light rain,2014-06-07 15:00:00,5631,False
,287.55,0.68,0.0,90,Rain,light rain,2014-06-07 16:00:00,4993,False
,287.53,0.25,0.0,44,Rain,light rain,2014-06-07 17:00:00,4771,False
,288.25,0.25,0.0,40,Rain,light rain,2014-06-07 18:00:00,4424,False
,288.77,0.51,0.0,40,Rain,light rain,2014-06-07 19:00:00,3550,False
,288.79,0.51,0.0,68,Rain,light rain,2014-06-07 20:00:00,3181,False
,287.18,0.25,0.0,1,Rain,light rain,2014-06-07 21:00:00,3208,False
,286.13,0.0,0.0,36,Clouds,scattered clouds,2014-06-07 22:00:00,3269,False
,285.1,0.51,0.0,1,Rain,light rain,2014-06-07 23:00:00,2534,False
,284.51,0.51,0.0,0,Mist,mist,2014-06-08 00:00:00,1748,False
,283.76,0.0,0.0,40,Mist,mist,2014-06-08 01:00:00,891,False
,282.98,0.51,0.0,90,Rain,light rain,2014-06-08 02:00:00,833,False
,282.63,0.25,0.0,1,Rain,light rain,2014-06-08 03:00:00,414,False
,282.41,0.0,0.0,75,Fog,fog,2014-06-08 04:00:00,374,False
,282.07,0.0,0.0,90,Mist,mist,2014-06-08 05:00:00,639,False
,282.11,0.25,0.0,90,Fog,fog,2014-06-08 06:00:00,1077,False
,283.69,0.25,0.0,1,Fog,fog,2014-06-08 07:00:00,1434,False
,285.77,0.25,0.0,1,Rain,light rain,2014-06-08 08:00:00,2271,False
,288.46,0.0,0.0,1,Clear,sky is clear,2014-06-08 09:00:00,3327,False
,291.46,0.0,0.0,0,Clear,sky is clear,2014-06-08 10:00:00,4094,False
,292.99,0.25,0.0,0,Rain,light rain,2014-06-08 11:00:00,4671,False
,293.66,0.0,0.0,0,Clear,sky is clear,2014-06-08 12:00:00,5294,False
,294.5,0.0,0.0,1,Clear,sky is clear,2014-06-08 13:00:00,5077,False
,295.15,0.0,0.0,1,Clear,sky is clear,2014-06-08 14:00:00,4976,False
,295.25,0.0,0.0,1,Clear,sky is clear,2014-06-08 15:00:00,4998,False
,295.06,0.0,0.0,0,Clear,sky is clear,2014-06-08 16:00:00,4883,False
,294.6,0.25,0.0,0,Rain,light rain,2014-06-08 17:00:00,4678,False
,293.82,0.25,0.0,1,Rain,light rain,2014-06-08 18:00:00,4456,False
,293.56,0.0,0.0,1,Clear,sky is clear,2014-06-08 19:00:00,3637,False
,292.81,0.38,0.0,1,Rain,light rain,2014-06-08 20:00:00,3139,False
,291.08,0.51,0.0,1,Rain,light rain,2014-06-08 21:00:00,2860,False
,289.08,0.0,0.0,1,Clear,sky is clear,2014-06-08 22:00:00,2257,False
,288.22,0.0,0.0,80,Clouds,broken clouds,2014-06-08 23:00:00,1296,False
,288.18,0.0,0.0,80,Clouds,broken clouds,2014-06-09 00:00:00,716,False
,287.79,0.0,0.0,1,Clear,sky is clear,2014-06-09 01:00:00,422,False
,287.92,0.0,0.0,92,Clouds,overcast clouds,2014-06-09 02:00:00,315,False
,287.42,0.0,0.0,92,Clouds,overcast clouds,2014-06-09 03:00:00,419,False
,287.56,0.0,0.0,75,Drizzle,light intensity drizzle,2014-06-09 04:00:00,999,False
,287.52,0.0,0.0,92,Drizzle,light intensity drizzle,2014-06-09 05:00:00,2857,False
,287.49,0.0,0.0,92,Drizzle,light intensity drizzle,2014-06-09 06:00:00,5638,False
,287.92,0.25,0.0,92,Rain,light rain,2014-06-09 08:00:00,5713,False
,288.61,0.38,0.0,92,Rain,light rain,2014-06-09 09:00:00,4913,False
,290.12,0.51,0.0,92,Rain,light rain,2014-06-09 10:00:00,4405,False
,291.47,0.0,0.0,92,Clouds,overcast clouds,2014-06-09 12:00:00,4896,False
,291.81,0.25,0.0,92,Rain,light rain,2014-06-09 13:00:00,4864,False
,291.92,0.0,0.0,92,Clouds,overcast clouds,2014-06-09 14:00:00,5157,False
,293.63,0.0,0.0,90,Clouds,overcast clouds,2014-06-09 15:00:00,5740,False
,294.65,0.0,0.0,40,Clouds,scattered clouds,2014-06-09 16:00:00,6735,False
,294.65,0.0,0.0,40,Clouds,scattered clouds,2014-06-09 17:00:00,6236,False
,294.77,0.0,0.0,40,Clouds,scattered clouds,2014-06-09 18:00:00,4560,False
,294.6,0.0,0.0,1,Clear,sky is clear,2014-06-09 19:00:00,3160,False
,294.24,0.0,0.0,1,Clear,sky is clear,2014-06-09 20:00:00,2858,False
,291.85,0.0,0.0,1,Clear,sky is clear,2014-06-09 21:00:00,2650,False
,289.7,0.0,0.0,1,Clear,sky is clear,2014-06-09 22:00:00,1830,False
,288.84,0.0,0.0,0,Clear,sky is clear,2014-06-09 23:00:00,1158,False
,287.37,0.0,0.0,1,Clear,sky is clear,2014-06-10 00:00:00,651,False
,286.51,0.0,0.0,1,Clear,sky is clear,2014-06-10 01:00:00,378,False
,285.93,0.0,0.0,1,Mist,mist,2014-06-10 02:00:00,261,False
,285.63,0.0,0.0,1,Clear,sky is clear,2014-06-10 03:00:00,352,False
,285.6,0.0,0.0,24,Clouds,few clouds,2014-06-10 04:00:00,803,False
,297.79,0.0,0.0,1,Clear,sky is clear,2014-06-10 14:00:00,5342,False
,297.9,0.0,0.0,40,Clouds,scattered clouds,2014-06-10 15:00:00,5703,False
,298.4,0.0,0.0,1,Clear,sky is clear,2014-06-10 16:00:00,6567,False
,298.05,0.0,0.0,1,Clear,sky is clear,2014-06-10 18:00:00,4626,False
,297.77,0.0,0.0,1,Clear,sky is clear,2014-06-10 19:00:00,3532,False
,296.26,0.0,0.0,8,Clear,sky is clear,2014-06-10 20:00:00,2998,False
,294.99,0.0,0.0,8,Clear,sky is clear,2014-06-10 21:00:00,2705,False
,293.47,0.0,0.0,12,Clouds,few clouds,2014-06-10 22:00:00,2388,False
,291.08,0.0,0.0,24,Clouds,few clouds,2014-06-11 00:00:00,727,False
,289.09,0.0,0.0,20,Clouds,few clouds,2014-06-11 02:00:00,284,False
,290.0,0.0,0.0,8,Rain,moderate rain,2014-06-11 07:00:00,6911,False
,297.55,0.0,0.0,32,Clouds,scattered clouds,2014-06-11 12:00:00,5245,False
,299.84,0.0,0.0,0,Clear,sky is clear,2014-06-11 15:00:00,5882,False
,300.18,0.0,0.0,0,Clear,sky is clear,2014-06-11 18:00:00,4846,False
,299.12,0.0,0.0,0,Clear,sky is clear,2014-06-11 19:00:00,3556,False
,298.0,0.0,0.0,12,Clouds,few clouds,2014-06-11 20:00:00,3202,False
,296.58,0.0,0.0,12,Thunderstorm,thunderstorm with light rain,2014-06-11 22:00:00,2105,False
,291.54,2.16,0.0,76,Rain,moderate rain,2014-06-12 01:00:00,423,False
,287.31,0.0,0.0,0,Clear,sky is clear,2014-06-12 06:00:00,5781,False
,289.03,0.0,0.0,8,Clear,sky is clear,2014-06-12 15:00:00,5859,False
,290.17,0.0,0.0,0,Clear,sky is clear,2014-06-12 19:00:00,3479,False
,288.28,0.0,0.0,0,Clear,sky is clear,2014-06-12 21:00:00,2978,False
,283.63,0.0,0.0,0,Clear,sky is clear,2014-06-13 03:00:00,414,False
,282.93,0.0,0.0,0,Clear,sky is clear,2014-06-13 06:00:00,5554,False
,291.58,0.0,0.0,0,Clear,sky is clear,2014-06-13 10:00:00,5031,False
,296.57,0.0,0.0,8,Clear,sky is clear,2014-06-13 18:00:00,4615,False
,296.25,0.0,0.0,8,Clear,sky is clear,2014-06-13 19:00:00,3651,False
,293.11,0.0,0.0,24,Clouds,few clouds,2014-06-13 21:00:00,3017,False
,290.53,0.0,0.0,92,Rain,light rain,2014-06-14 02:00:00,712,False
,289.84,0.0,0.0,92,Clouds,overcast clouds,2014-06-14 04:00:00,464,False
,289.07,1.19,0.0,68,Rain,moderate rain,2014-06-14 12:00:00,4518,False
,289.54,2.7,0.0,92,Rain,moderate rain,2014-06-14 14:00:00,4360,False
,291.19,0.0,0.0,92,Rain,moderate rain,2014-06-14 18:00:00,3903,False
,288.71,7.77,0.0,92,Thunderstorm,proximity thunderstorm,2014-06-14 21:00:00,2549,False
,287.47,4.21,0.0,92,Rain,heavy intensity rain,2014-06-15 01:00:00,671,False
,288.23,1.88,0.0,92,Rain,moderate rain,2014-06-15 05:00:00,459,False
,288.15,1.72,0.0,92,Rain,moderate rain,2014-06-15 07:00:00,1053,False
,287.73,1.1,0.0,90,Rain,moderate rain,2014-06-15 08:00:00,1598,False
,288.59,1.09,0.0,44,Mist,mist,2014-06-15 10:00:00,3225,False
,296.82,3.81,0.0,0,Rain,moderate rain,2014-06-15 17:00:00,4109,False
,296.9,0.0,0.0,0,Clear,sky is clear,2014-06-15 18:00:00,4067,False
,295.45,0.0,0.0,0,Clear,sky is clear,2014-06-15 20:00:00,3243,False
,290.88,0.0,0.0,0,Clear,sky is clear,2014-06-16 01:00:00,444,False
,295.67,0.0,0.0,0,Clear,sky is clear,2014-06-16 09:00:00,4987,False
,293.85,0.0,0.0,44,Clouds,scattered clouds,2014-06-17 09:00:00,5072,False
,296.27,1.0,0.0,32,Rain,light rain,2014-06-17 23:00:00,1180,False
,293.65,0.6,0.0,0,Rain,light rain,2014-06-18 06:00:00,5524,False
,293.56,0.76,0.0,0,Rain,light rain,2014-06-18 08:00:00,6327,False
,299.26,0.0,0.0,92,Rain,light rain,2014-06-18 18:00:00,4715,False
,298.61,0.0,0.0,92,Rain,light rain,2014-06-18 19:00:00,3560,False
,297.03,0.0,0.0,88,Clouds,overcast clouds,2014-06-18 21:00:00,2995,False
,296.64,0.0,0.0,80,Rain,light rain,2014-06-18 22:00:00,2037,False
,295.4,0.0,0.0,48,Thunderstorm,proximity thunderstorm,2014-06-19 01:00:00,443,False
,291.65,4.29,0.0,88,Rain,heavy intensity rain,2014-06-19 07:00:00,5675,False
,291.54,3.01,0.0,88,Rain,moderate rain,2014-06-19 08:00:00,5956,False
,294.16,0.81,0.0,92,Rain,moderate rain,2014-06-19 19:00:00,3378,False
,292.6,0.0,0.0,44,Mist,mist,2014-06-20 05:00:00,2755,False
,292.83,0.0,0.0,0,Mist,mist,2014-06-20 07:00:00,6603,False
,301.8,0.0,0.0,0,Clear,sky is clear,2014-06-20 16:00:00,6342,False
,301.73,0.0,0.0,0,Clear,sky is clear,2014-06-20 17:00:00,5662,False
,301.06,0.0,0.0,0,Clear,sky is clear,2014-06-20 19:00:00,3737,False
,297.14,0.0,0.0,0,Clear,sky is clear,2014-06-20 22:00:00,2898,False
,291.86,0.0,0.0,12,Clouds,few clouds,2014-06-21 07:00:00,2412,False
,293.86,0.0,0.0,0,Clear,sky is clear,2014-06-21 09:00:00,4052,False
,301.53,0.0,0.0,0,Clear,sky is clear,2014-06-21 17:00:00,4212,False
,290.91,0.0,0.0,8,Clear,sky is clear,2014-06-22 05:00:00,658,False
,295.79,0.0,0.0,92,Rain,moderate rain,2014-06-22 20:00:00,2753,False
,294.67,0.0,0.0,92,Rain,moderate rain,2014-06-22 21:00:00,2481,False
,290.95,0.0,0.0,0,Fog,fog,2014-06-23 06:00:00,5477,False
,292.08,0.0,0.0,0,Mist,mist,2014-06-23 07:00:00,6405,False
,297.57,0.0,0.0,8,Clear,sky is clear,2014-06-23 10:00:00,4447,False
,299.52,0.0,0.0,0,Clear,sky is clear,2014-06-23 12:00:00,4724,False
,296.59,0.0,0.0,0,Clear,sky is clear,2014-06-24 09:00:00,5394,False
,297.13,2.12,0.0,80,Rain,moderate rain,2014-06-24 19:00:00,3407,False
,295.75,0.25,0.0,24,Rain,light rain,2014-06-24 20:00:00,3174,False
,293.51,4.45,0.0,24,Rain,heavy intensity rain,2014-06-24 22:00:00,1922,False
,286.49,0.0,0.0,0,Mist,mist,2014-06-25 08:00:00,6309,False
,293.34,0.0,0.0,64,Clouds,broken clouds,2014-06-25 17:00:00,6605,False
,290.37,0.0,0.0,0,Clear,sky is clear,2014-06-25 21:00:00,2912,False
,289.55,0.0,0.0,1,Clear,sky is clear,2014-06-25 22:00:00,2071,False
,287.84,0.0,0.0,0,Clear,sky is clear,2014-06-26 01:00:00,457,False
,287.08,0.0,0.0,0,Clear,sky is clear,2014-06-26 03:00:00,379,False
,290.62,0.0,0.0,90,Mist,mist,2014-06-26 08:00:00,5838,False
,300.0,0.0,0.0,0,Clear,sky is clear,2014-06-26 16:00:00,6674,False
,298.9,0.0,0.0,0,Clear,sky is clear,2014-06-26 18:00:00,5592,False
,298.26,0.0,0.0,0,Clear,sky is clear,2014-06-26 19:00:00,3779,False
,296.23,0.0,0.0,12,Clouds,few clouds,2014-06-26 21:00:00,3068,False
,295.28,0.0,0.0,40,Clouds,scattered clouds,2014-06-26 22:00:00,2271,False
,295.7,0.0,0.0,40,Clouds,scattered clouds,2014-06-27 08:00:00,5703,False
,299.45,0.0,0.0,75,Clouds,broken clouds,2014-06-27 18:00:00,4683,False
,298.77,0.0,0.0,40,Rain,proximity shower rain,2014-06-27 20:00:00,3375,False
,296.14,0.0,0.0,8,Clear,sky is clear,2014-06-28 06:00:00,1474,False
,297.76,0.0,0.0,75,Clouds,broken clouds,2014-06-28 08:00:00,3167,False
,295.4,8.4,0.0,90,Rain,heavy intensity rain,2014-06-28 17:00:00,3628,False
,294.33,0.3,0.0,1,Rain,light rain,2014-06-28 21:00:00,2994,False
,294.37,0.0,0.0,76,Rain,heavy intensity rain,2014-06-29 00:00:00,1471,False
,291.57,0.0,0.0,75,Clouds,broken clouds,2014-06-29 04:00:00,356,False
,301.2,0.0,0.0,0,Clear,sky is clear,2014-06-29 15:00:00,4853,False
,300.63,0.0,0.0,0,Clear,sky is clear,2014-06-29 20:00:00,3183,False
,298.9,0.0,0.0,0,Clear,sky is clear,2014-06-29 21:00:00,2753,False
,297.98,0.0,0.0,0,Rain,light rain,2014-06-30 19:00:00,3205,False
,297.36,0.0,0.0,0,Clear,sky is clear,2014-06-30 20:00:00,2764,False
,293.81,0.0,0.0,56,Clouds,broken clouds,2014-07-01 09:00:00,5214,False
,293.91,0.0,0.0,92,Clouds,overcast clouds,2014-07-01 10:00:00,4760,False
,294.91,0.0,0.0,76,Clouds,broken clouds,2014-07-01 11:00:00,4818,False
,293.93,0.0,0.0,92,Mist,mist,2014-07-01 14:00:00,5857,False
,290.87,0.0,0.0,92,Rain,light rain,2014-07-01 16:00:00,6701,False
,290.51,0.0,0.0,48,Rain,light rain,2014-07-01 17:00:00,6545,False
,290.07,0.0,0.0,48,Rain,light rain,2014-07-01 19:00:00,3389,False
,289.42,0.0,0.0,90,Clouds,overcast clouds,2014-07-01 20:00:00,3102,False
,288.61,0.0,0.0,56,Clouds,broken clouds,2014-07-01 21:00:00,2570,False
,287.82,0.0,0.0,90,Drizzle,light intensity drizzle,2014-07-01 22:00:00,1975,False
,287.45,0.0,0.0,88,Clouds,overcast clouds,2014-07-01 23:00:00,1194,False
,286.92,0.0,0.0,88,Rain,light rain,2014-07-02 00:00:00,702,False
,286.83,0.0,0.0,88,Drizzle,light intensity drizzle,2014-07-02 01:00:00,435,False
,286.71,0.0,0.0,92,Rain,light rain,2014-07-02 02:00:00,312,False
,286.52,0.0,0.0,92,Rain,light rain,2014-07-02 03:00:00,403,False
,286.33,0.0,0.0,92,Clouds,overcast clouds,2014-07-02 04:00:00,939,False
,286.54,0.0,0.0,92,Clouds,overcast clouds,2014-07-02 05:00:00,2956,False
,286.63,0.0,0.0,92,Clouds,overcast clouds,2014-07-02 06:00:00,5655,False
,286.78,0.0,0.0,92,Clouds,overcast clouds,2014-07-02 07:00:00,6587,False
,287.27,0.0,0.0,90,Clouds,overcast clouds,2014-07-02 08:00:00,6026,False
,288.85,0.0,0.0,40,Clouds,scattered clouds,2014-07-02 09:00:00,5108,False
,290.27,0.0,0.0,1,Clear,sky is clear,2014-07-02 10:00:00,4966,False
,295.76,0.0,0.0,1,Clear,sky is clear,2014-07-02 15:00:00,5824,False
,296.03,0.0,0.0,1,Clear,sky is clear,2014-07-02 16:00:00,6617,False
,296.15,0.0,0.0,1,Clear,sky is clear,2014-07-02 17:00:00,6164,False
,296.15,0.0,0.0,0,Clear,sky is clear,2014-07-02 18:00:00,4569,False
,294.35,0.0,0.0,1,Clear,sky is clear,2014-07-02 20:00:00,3030,False
,291.97,0.0,0.0,0,Clear,sky is clear,2014-07-02 21:00:00,2871,False
,290.91,0.0,0.0,0,Clear,sky is clear,2014-07-02 22:00:00,2186,False
,289.3,0.0,0.0,0,Clear,sky is clear,2014-07-02 23:00:00,1339,False
,289.95,0.0,0.0,90,Clouds,overcast clouds,2014-07-03 08:00:00,5346,False
,293.9,0.0,0.0,1,Clear,sky is clear,2014-07-03 10:00:00,4715,False
,296.14,0.0,0.0,75,Clouds,broken clouds,2014-07-03 13:00:00,5779,False
,296.77,0.0,0.0,1,Clear,sky is clear,2014-07-03 14:00:00,5980,False
,296.78,0.0,0.0,75,Clouds,broken clouds,2014-07-03 15:00:00,6301,False
,297.4,0.0,0.0,75,Clouds,broken clouds,2014-07-03 16:00:00,6131,False
,298.1,0.0,0.0,1,Clear,sky is clear,2014-07-03 17:00:00,5403,False
,290.5,0.0,0.0,1,Clear,sky is clear,2014-07-03 23:00:00,1927,False
,286.59,0.0,0.0,0,Clear,sky is clear,2014-07-04 04:00:00,382,False
,286.68,0.0,0.0,1,Mist,mist,2014-07-04 05:00:00,831,False
,287.1,0.0,0.0,1,Mist,mist,2014-07-04 06:00:00,1212,False
,289.21,0.0,0.0,1,Clear,sky is clear,2014-07-04 07:00:00,1464,False
,291.61,0.0,0.0,40,Clouds,scattered clouds,2014-07-04 08:00:00,1766,False
,294.34,0.0,0.0,75,Clouds,broken clouds,2014-07-04 09:00:00,2451,False
,296.15,0.0,0.0,90,Clouds,overcast clouds,2014-07-04 10:00:00,3144,False
,297.28,0.0,0.0,90,Clouds,overcast clouds,2014-07-04 11:00:00,3331,False
,297.77,0.0,0.0,90,Clouds,overcast clouds,2014-07-04 12:00:00,3509,False
,296.88,0.0,0.0,90,Rain,light rain,2014-07-04 13:00:00,3654,False
,296.38,0.0,0.0,75,Clouds,broken clouds,2014-07-04 14:00:00,3482,False
,297.41,0.0,0.0,75,Clouds,broken clouds,2014-07-04 15:00:00,3148,False
,297.96,0.0,0.0,75,Clouds,broken clouds,2014-07-04 16:00:00,2902,False
,298.34,0.0,0.0,1,Clear,sky is clear,2014-07-04 17:00:00,2802,False
,298.2,0.0,0.0,1,Clear,sky is clear,2014-07-04 18:00:00,2676,False
,298.04,0.0,0.0,8,Clear,sky is clear,2014-07-04 19:00:00,2559,False
,296.95,0.0,0.0,1,Clear,sky is clear,2014-07-04 20:00:00,2502,False
,296.05,0.0,0.0,1,Clear,sky is clear,2014-07-04 21:00:00,2269,False
,295.66,0.0,0.0,1,Clear,sky is clear,2014-07-04 22:00:00,3532,False
,294.91,0.0,0.0,1,Clear,sky is clear,2014-07-04 23:00:00,2694,False
,294.98,0.0,0.0,1,Rain,moderate rain,2014-07-05 00:00:00,1471,False
,292.74,0.0,0.0,1,Clear,sky is clear,2014-07-05 04:00:00,319,False
,292.36,0.0,0.0,1,Clear,sky is clear,2014-07-05 05:00:00,623,False
,293.42,0.0,0.0,90,Clouds,overcast clouds,2014-07-05 06:00:00,1118,False
,293.69,0.0,0.0,1,Clear,sky is clear,2014-07-05 07:00:00,1452,False
,295.06,0.0,0.0,1,Clear,sky is clear,2014-07-05 08:00:00,2019,False
,296.07,0.0,0.0,1,Clear,sky is clear,2014-07-05 09:00:00,2775,False
,296.9,0.0,0.0,1,Clear,sky is clear,2014-07-05 10:00:00,3338,False
,298.02,0.0,0.0,1,Clear,sky is clear,2014-07-05 11:00:00,3871,False
,299.25,0.0,0.0,90,Clouds,overcast clouds,2014-07-05 12:00:00,4027,False
,300.45,0.0,0.0,75,Clouds,broken clouds,2014-07-05 13:00:00,3829,False
,300.27,0.0,0.0,90,Clouds,overcast clouds,2014-07-05 14:00:00,3933,False
,301.06,0.0,0.0,1,Clear,sky is clear,2014-07-05 15:00:00,3666,False
,302.05,0.0,0.0,40,Clouds,scattered clouds,2014-07-05 16:00:00,3402,False
,301.91,0.0,0.0,1,Clear,sky is clear,2014-07-05 17:00:00,3247,False
,301.97,0.0,0.0,1,Clear,sky is clear,2014-07-05 18:00:00,3208,False
,301.42,0.0,0.0,12,Clouds,few clouds,2014-07-05 19:00:00,2856,False
,299.86,0.0,0.0,1,Clear,sky is clear,2014-07-05 20:00:00,2711,False
,298.41,0.0,0.0,1,Clear,sky is clear,2014-07-05 21:00:00,2751,False
,297.47,0.0,0.0,1,Clear,sky is clear,2014-07-05 22:00:00,2578,False
,296.85,0.0,0.0,1,Clear,sky is clear,2014-07-05 23:00:00,2363,False
